20,20,20,22,19,18,22,19,18,22,19,18,
20,20,30,69,38,45,15,17,33,70,11,58,
20,20,40,22,19,42,22,18,42,22,18,42,
20,20,50,22,20,52,6,-56,86,22,20,52,
20,20,60,22,21,62,23,21,62,23,21,62,
20,20,70,18,21,72,19,20,71,19,20,72,
20,20,80,20,22,82,20,21,82,21,37,72,
20,30,20,17,29,24,14,28,25,15,28,25,
20,30,30,22,29,34,21,29,33,21,29,33,
20,30,40,20,29,43,20,28,43,20,29,42,
20,30,50,18,30,53,18,31,53,18,30,53,
20,30,60,21,32,62,22,33,62,22,34,62,
20,30,70,-103,-1066,1141,18,34,72,17,34,71,
20,30,80,19,36,81,20,33,80,20,33,80,
20,40,20,21,42,23,18,42,23,21,42,23,
20,40,30,20,42,32,22,42,33,20,42,32,
20,40,40,18,42,41,18,43,41,18,42,41,
20,40,50,18,43,50,-320,-1348,673,-303,-1281,645,
20,40,60,-384,-1259,830,-347,-1176,786,-353,-1214,805,
20,40,70,21,41,70,21,42,70,21,43,70,
20,40,80,18,45,79,18,44,79,18,45,79,
20,50,20,22,52,22,21,53,22,21,52,22,
20,50,30,25,53,32,25,52,32,24,52,33,
20,50,40,21,53,44,20,53,44,19,53,44,
20,50,50,20,52,52,19,52,52,19,54,52,
20,50,60,-1323,92,-129,18,52,61,18,53,60,
20,50,70,19,52,72,-86,135,494,19,52,72,
20,50,80,21,50,82,21,50,82,21,50,82,
20,60,20,16,60,24,17,61,25,16,59,25,
20,60,30,-1234,48,-851,18,61,35,-1298,25,-902,
20,60,40,19,61,44,19,61,44,19,61,44,
20,60,50,20,62,52,21,62,52,21,62,52,
20,60,60,20,63,63,20,62,63,20,62,62,
20,60,70,20,63,74,20,62,74,20,63,74,
20,60,80,21,59,82,-1,57,103,21,60,82,
20,70,20,-1132,244,-986,13,143,-24,-1132,243,-979,
20,70,30,18,72,33,18,72,33,19,73,33,
20,70,40,19,73,44,20,73,44,20,73,43,
20,70,50,19,73,52,19,72,52,18,73,52,
20,70,60,18,74,62,18,74,62,18,74,62,
20,70,70,20,71,73,20,71,73,20,73,72,
20,70,80,22,64,84,-7,62,112,20,72,82,
20,80,20,22,82,21,20,85,21,22,83,21,
20,80,30,19,84,31,21,84,31,20,84,31,
20,80,40,23,83,42,23,85,42,22,83,42,
20,80,50,21,83,52,21,83,52,20,84,52,
20,80,60,20,84,62,20,84,62,20,84,62,
20,80,70,-367,-567,888,-373,-585,913,21,82,72,
20,80,80,23,79,80,22,80,80,22,82,79,
30,20,20,29,16,24,28,15,24,28,16,24,
30,20,30,27,18,32,28,18,32,28,17,32,
30,20,40,32,19,41,32,19,41,32,19,41,
30,20,50,86,45,64,33,21,52,34,19,53,
30,20,60,33,47,48,32,46,48,33,46,48,
30,20,70,33,47,57,33,47,57,10,47,68,
30,20,80,32,48,68,32,51,66,33,47,68,
30,30,20,28,29,22,28,29,22,28,29,22,
30,30,30,32,31,31,32,31,31,32,31,31,
30,30,40,30,32,41,30,32,41,31,32,42,
30,30,50,28,31,52,-1250,-304,-495,83,24,83,
30,30,60,28,33,63,28,33,63,28,33,63,
30,30,70,32,33,70,32,34,69,32,34,70,
30,30,80,29,34,82,28,34,82,29,34,82,
30,40,20,32,41,23,32,41,23,33,41,24,
30,40,30,30,42,32,30,41,32,30,41,32,
30,40,40,31,42,43,31,42,43,31,42,43,
30,40,50,31,42,53,31,42,53,29,42,53,
30,40,60,32,42,62,31,42,61,32,42,61,
30,40,70,32,42,70,32,42,70,32,42,70,
30,40,80,28,44,80,27,44,80,28,44,80,
30,50,20,30,53,22,31,53,22,30,53,22,
30,50,30,34,52,31,34,52,31,33,52,32,
30,50,40,28,52,44,29,52,44,28,52,44,
30,50,50,29,52,52,29,52,52,29,52,52,
30,50,60,29,54,60,29,53,60,29,54,60,
30,50,70,30,54,71,29,54,71,29,54,71,
30,50,80,30,50,82,31,50,82,31,51,82,
30,60,20,29,60,24,29,61,23,29,60,23,
30,60,30,30,62,33,32,62,33,84,65,56,
30,60,40,27,62,41,28,61,41,28,62,41,
30,60,50,29,60,53,30,60,52,30,60,53,
30,60,60,30,61,62,30,61,62,30,61,62,
30,60,70,29,61,70,29,59,71,29,60,70,
30,60,80,30,55,84,30,55,84,29,64,81,
30,70,20,-1035,518,-904,28,72,21,28,71,21,
30,70,30,30,66,31,30,69,31,31,68,31,
30,70,40,31,67,44,29,68,44,30,68,44,
30,70,50,32,73,53,30,72,52,31,72,52,
30,70,60,29,68,61,30,68,61,30,68,61,
30,70,70,28,70,70,47,73,80,-91,505,0,
30,70,80,-191,829,74,-189,826,73,-186,807,73,
30,80,20,31,83,21,30,82,21,-909,482,-860,
30,80,30,0,55,100,-4,51,101,0,55,100,
30,80,40,32,82,42,87,98,69,32,84,42,
30,80,50,30,83,52,30,82,52,31,83,52,
30,80,60,31,82,62,31,83,62,31,82,62,
30,80,70,30,82,72,31,82,72,30,81,72,
30,80,80,32,80,80,31,81,80,31,80,80,
40,20,20,40,17,22,40,18,22,39,18,23,
40,20,30,40,18,33,39,18,32,40,18,32,
