20.0,20.0,20.0,23.2,20.1,18.8,22.1,20.6,18.4,22.1,19.8,19.0,
20.0,20.0,30.0,68.7,39.4,45.4,15.9,17.9,33.2,70.3,12.6,58.3,
20.0,20.0,40.0,23.3,19.6,42.2,23.3,19.6,42.2,23.3,19.6,42.2,
20.0,20.0,50.0,23.1,20.9,52.8,8.3,-52.2,85.6,23.1,20.9,52.8,
20.0,20.0,60.0,23.0,22.0,62.1,24.7,22.2,62.2,24.7,22.2,62.2,
20.0,20.0,70.0,19.7,22.4,71.3,20.2,21.3,71.7,20.2,21.3,71.7,
20.0,20.0,80.0,20.4,23.2,81.8,20.1,22.0,82.6,21.8,38.9,72.2,
20.0,30.0,20.0,17.0,29.4,25.1,15.0,29.0,25.7,15.0,29.0,25.7,
20.0,30.0,30.0,22.6,29.7,34.2,21.4,29.6,33.8,22.4,30.3,33.8,
20.0,30.0,40.0,21.0,29.3,43.2,21.0,29.3,43.2,20.0,29.3,42.8,
20.0,30.0,50.0,19.0,30.6,53.3,20.0,31.6,53.3,19.8,30.7,53.0,
20.0,30.0,60.0,22.7,32.9,62.8,23.6,33.8,62.7,22.7,34.8,61.8,
20.0,30.0,70.0,-10199.9,-76528.2,75829.0,18.9,34.0,72.1,18.9,36.0,71.0,
20.0,30.0,80.0,20.1,37.0,80.3,20.6,34.1,79.0,20.4,33.0,79.8,
20.0,40.0,20.0,21.3,43.1,23.1,18.3,43.0,23.8,21.3,43.1,23.1,
20.0,40.0,30.0,21.2,42.7,33.1,22.0,42.8,32.9,21.2,42.7,33.1,
20.0,40.0,40.0,20.0,42.9,41.7,19.1,43.6,41.6,19.1,43.6,41.6,
20.0,40.0,50.0,19.1,43.9,49.7,-38865.6,-151866.1,68891.6,-38865.6,-151866.1,68891.6,
20.0,40.0,60.0,-45185.7,-134477.2,81756.3,-50257.9,-151514.9,93232.7,-59105.7,-189276.7,113546.8,
20.0,40.0,70.0,21.7,42.8,70.1,21.7,43.7,69.7,21.0,43.7,70.0,
20.0,40.0,80.0,18.8,45.1,79.4,18.8,45.1,79.4,18.8,45.1,79.4,
20.0,50.0,20.0,23.7,52.4,23.4,21.3,53.0,22.6,21.6,52.4,23.0,
20.0,50.0,30.0,25.0,53.2,32.3,26.0,52.0,33.0,23.4,52.0,33.7,
20.0,50.0,40.0,22.9,53.0,44.3,21.0,52.9,44.1,21.0,52.9,44.1,
20.0,50.0,50.0,21.3,52.3,53.0,19.7,52.3,52.8,20.3,54.0,52.3,
20.0,50.0,60.0,-120463.3,3131.4,-14701.2,19.6,52.6,61.3,19.3,53.3,61.0,
20.0,50.0,70.0,19.6,52.8,72.0,-109.6,144.6,561.0,19.7,51.9,72.3,
20.0,50.0,80.0,21.8,50.0,82.4,21.8,50.0,82.4,21.8,50.0,82.4,
