28.853077,8.902246,11.335784,29.15476,6.041523,6.8007355,8.485281,31.91003,6.9641943,10.1242285,12.5,14.603082,16.224981,10.29563,4,6.670832,135.90622,20.353132,1,50.06246,29.954132,4.609772,14.230249,20.838667,15.402922,28.301943,22.549944,49.5202,51.159065,106.42016,94,81.44476,61.459335,98.10454,43.462627,69.289246,74,99.9825,76.69746,95.72095
31.212978,3.0413814,2.0615528,25.612497,2.9154758,2.5495098,1.118034,1.4142135,4.1231055,2.9154758,3.535534,5.59017,7.632169,11.101802,17.20465,10.29563,35.79455,23.753946,10.606602,4.527693,7.7620873,18.848078,12.379418,8.514693,26.800186,29.529646,12,91.07414,55.832336,111.154175,79,134.26094,99.972496,68.5,41.907635,68.06247,59.483192,7.566373,91.85451,84.82482
21.505814,13.756817,5.8523498,18.506756,9.962429,6.9641943,15.556349,16.985289,11.884864,9.848858,8.276473,4.7434163,2.5,1.8027756,4.2720017,9.17878,12.776933,2.6925824,9.17878,21.224985,13.453624,22.743132,20.670027,3.535534,77.17674,37.161808,18.248287,59.17981,60.557823,74.380775,64,66.80007,104.424614,72.40338,41.93149,72.22534,106.9217,70.58682,90.01805,109.62778
15.811388,14.39618,12.747549,13.200378,17.00735,6.264982,4.472136,8.485281,19.912308,18.607794,16.643316,15.116217,11.510864,9.013878,6.946222,3.640055,3.0413814,12.020815,7.106335,3.0413814,17.20465,3.905125,7.7620873,21.82888,84.43044,11.18034,177.7428,14.57738,65.32419,71.9809,110.5,71.14949,73.66987,35.057095,193.57816,72.26687,121.443405,65.77614,78.35975,93.0336
14.150971,4,5,5.700877,3.535534,3.0413814,1.5811388,1,1.4142135,4.1231055,2.9154758,3.535534,2.5,2.6925824,16.00781,13.901439,10.404326,5.8523498,19.091883,14.159802,106.557495,24.207438,10.965857,27.354158,8.514693,11.101802,8.20061,16.507574,163.96417,71.639725,8.5,114.01754,113.46585,35.128338,75.4006,49.73178,65.82173,87.22528,88.31902,106.7052
9.17878,5.408327,9.486833,20.248457,7.071068,7.905694,14.21267,12.806249,11.067972,10.770329,9.848858,8.276473,9.617692,7.1589108,6.5,6.3245554,20.934422,17.414074,9.433981,1.5,6.9641943,1.5,79.657074,3.905125,10.793516,47.636646,19.235384,9.433981,143.83672,100.763336,105,80.07652,82.32406,33.593155,77.46612,104.030045,58.77287,73.04279,80.57605,90.51243
3.905125,4.5,12.903488,7.017834,8.381527,5,9.300538,7.2111025,16.101242,2.9154758,2.236068,2.1213202,2.1213202,3.0413814,14.008925,13.313527,7.4330344,7.905694,1.5,3,6.1032777,15.945219,6.519202,21.80023,41.862873,19.557608,39.09284,13.928389,166.06099,81.131065,40,84.63008,113.120514,30.647186,72.62231,62.70965,89.25945,82.20097,86.64439,101.21388
6.5,14.840822,9.861542,6.1032777,2.5495098,3.905125,5.0990195,3.1622777,7.28011,6.3245554,8.276473,6.4031243,7.106335,7.3824115,4.924429,7.1589108,6.9641943,0.5,1.5811388,8.20061,5.3851647,5.59017,1.118034,8.514693,8.602325,2.5495098,5.315073,14.637281,138.7813,137.88582,186,89.23144,91.25377,31.53173,43.68352,52.50238,69.13935,74.667595,80.024994,87.64274
6.726812,5,5.147815,2,5.2201533,6.5,6.0827627,6.0207973,3.6055512,2.5,1.8027756,2.1213202,2.1213202,2.0615528,2.5495098,3.0413814,2.5495098,1.118034,2.6925824,6.519202,1.118034,3.640055,2.5,5.8309517,9.192389,6.670832,6.576473,65.551506,12.349089,122.84645,140,105.98349,37.802116,80.015625,39.537956,6.670832,57.135803,75.059975,82.5,89.068794
7.2111025,4.3011627,2,10.547511,11.18034,6.0207973,6.8007355,1.118034,11.236102,6.0207973,8.246211,9.013878,10.770329,10.307764,2.1213202,1,1.4142135,8.746428,3.905125,4.7169905,13.509256,2,4.2720017,1.118034,6.363961,8.845903,12.103719,16.37834,29.732138,181.80003,0,110.69101,41.036568,40.96645,49.84476,58.855755,64.656784,1.118034,84.01339,90.02222
